V4	Cdk9as_3MBPP1r1_pr_counts	Cdk9as_3MBPP1r1gb_counts	Cdk9as_3MBPP1r1term_counts	Cdk9as_3MBPP1r1pr_map	Cdk9as_3MBPP1r1gb_map	Cdk9as_3MBPP1r1term_map	Cdk9as_3MBPP1r1pr_density	Cdk9as_3MBPP1r1pr_densityRPKM	Cdk9as_3MBPP1r1gb_density	Cdk9as_3MBPP1r1gb_densityRPKM	Cdk9as_3MBPP1r1pause_index_CI_low	Cdk9as_3MBPP1r1pause_index_CI_high	Cdk9as_3MBPP1r1pause_index_scaled	Cdk9as_3MBPP1r1pause_index_CI_low_scaled	Cdk9as_3MBPP1r1pause_index_CI_high_scaled	Cdk9as_3MBPP1r1_ExpPR	Cdk9as_3MBPP1r1_ExpGB	Cdk9as_3MBPP1r1Fexact_Pval
SPAC1071.12c	3	242	11	100	736	300	0.03	3.83248954688476	0.328804347826087	42.0046408671246	0.0031777759927016	0.0398522325855193	0.0912396694214876	0.0233884313062838	0.293312431829422	25	78	1
SPAC1071.13	0	1098	100	100	3378	300	0	0	0.325044404973357	41.5243094777923	8.2794805362369e-05	0.00436540141073542	0	0.00279680852514082	0.147463259654642	24	76	1
SPAC1093.01	180	3829	14	100	5223	300	1.8	229.949372813086	0.733103580317825	93.6537269450619	0.0403624805108692	0.054729528862998	2.45531470357796	2.1081323570827	2.85852329251438	118	162	1.6601167849568e-09
SPAC1093.02	126	1115	20	100	992	300	1.26	160.96456096916	1.12399193548387	143.58957811749	0.093571837690975	0.136382623213314	1.12100448430493	0.928232629894472	1.35291562227607	119	107	1
SPAC1093.03	16	775	7	100	3353	300	0.16	20.4399442500521	0.231136295854459	29.5275812589292	0.0121515417982768	0.0345295060408732	0.692232258064516	0.407441196496222	1.15777433755048	21	95	1
SPAC1093.04c	26	528	4	100	4949	300	0.26	33.2149094063346	0.106688219842392	13.6293829107237	0.0325109259816592	0.0740322569395019	2.43700757575758	1.60896572683231	3.66385639593595	12	114	1
SPAC1093.05	108	1258	32	100	2479	300	1.08	137.969623687851	0.507462686567164	64.8281813900905	0.0701715730692168	0.104943678989374	2.12823529411765	1.73955329638588	2.60155380214659	70	138	0.000711022913676274
SPAC1093.06c	7	1329	8	100	12942	300	0.07	8.94247560939777	0.102688919796013	13.1184737233036	0.00230310671579371	0.0114041124695405	0.681670428893905	0.298068071158022	1.47592023580793	9	98	1
SPAC1093.07	0	263	13	100	1791	300	0	0	0.146845337800112	18.7594407375896	0.000345882766651793	0.0182729761692144	0	0.00619476035073362	0.327269003190629	12	88	1
SPAC10F6.01c	135	9234	78	100	4905	300	1.35	172.462029609814	1.88256880733945	240.497509180658	0.0122876685695316	0.0173837714301525	0.717105263157895	0.602710143335524	0.852673988648978	153	82	1
SPAC10F6.02c	11	831	12	100	3591	300	0.11	14.0524616719108	0.23141186299081	29.5627848645803	0.0069327634643424	0.0245843498092724	0.475342960288809	0.248955536004536	0.882824001650971	20	91	1
SPAC10F6.03c	233	3702	236	100	2113	300	2.33	297.656688141383	1.7520113582584	223.818840551623	0.0550072403348817	0.0719949123409366	1.32990005402485	1.16230298827605	1.52125249776399	211	122	1
SPAC10F6.04	1	782	7	100	2665	300	0.01	1.27749651562825	0.29343339587242	37.4860140795983	6.66749024013732e-05	0.00832095815287547	0.034079283887468	0.0017768861489966	0.221753534774131	22	79	1
SPAC10F6.05c	2	673	48	100	2025	300	0.02	2.55499303125651	0.332345679012346	42.4570446922378	0.000513640435529185	0.0120185277402918	0.0601783060921248	0.010401218819466	0.243375186740908	25	77	1
SPAC10F6.06	224	1653	284	100	890	300	2.24	286.159219500729	1.85730337078652	237.269858464439	0.117559996860268	0.156160782607119	1.20604960677556	1.04628397205638	1.38983096520336	210	114	1
SPAC10F6.07c	22	42	9	100	366	300	0.22	28.1049233438216	0.114754098360656	14.65979608098	0.302850809061905	0.900754585954917	1.91714285714286	1.10843396116657	3.296761784595	12	110	1
SPAC10F6.08c	92	651	47	100	983	300	0.92	117.529679437799	0.662258392675483	84.6032789088498	0.112892634792586	0.176724051453713	1.38918586789555	1.10973460001112	1.73719742579	76	116	1
SPAC10F6.09c	31	1372	153	100	3689	300	0.31	39.6023919844759	0.371916508538899	47.512204376307	0.0155517800173109	0.0326379050955095	0.833520408163265	0.573705164838599	1.20401231897335	35	96	1
SPAC10F6.10	10	684	26	100	1670	300	0.1	12.7749651562825	0.409580838323353	52.3238093826183	0.00739294861030565	0.0280035197336691	0.244152046783626	0.123462241792104	0.467658779552274	31	79	1
SPAC10F6.11c	1	426	15	100	2545	300	0.01	1.27749651562825	0.167387033398821	21.3836351928344	0.000122275655623239	0.0152981058266989	0.0597417840375587	0.00311191543561143	0.389336793289488	14	87	1
SPAC10F6.12c	8	146	10	100	987	300	0.08	10.219972125026	0.147922998986829	18.8971115786955	0.0249631805716494	0.115142869698319	0.540821917808219	0.246386592242179	1.13646012392241	13	95	1
SPAC10F6.13c	303	1845	186	100	1199	300	3.03	387.081444235361	1.53878231859883	196.578905032037	0.145159107868494	0.185769511814908	1.96908943089431	1.74045770334324	2.22737644666074	244	159	2.69968775592676e-05
SPAC10F6.14c	46	566	272	100	1579	300	0.46	58.7648397188997	0.358454718176061	45.7924653480425	0.0594490030333813	0.110763938774677	1.28328621908127	0.938699757897091	1.74896259325215	38	108	1
SPAC10F6.15	0	8	0	100	1234	300	0	0	0.00648298217179903	0.828198713535334	0.0116892782926356	0.673070909790981	0	0.144245694131123	8.30569502682071	0	100	1
SPAC10F6.16	53	1516	88	100	1061	300	0.53	67.7073153282974	1.42884071630537	182.533903646789	0.0263146430256532	0.0463280779735628	0.370930079155673	0.27919836250218	0.491540907299501	90	63	1
SPAC10F6.17c	15	637	21	100	1801	300	0.15	19.1624477344238	0.353692393114936	45.1840799808549	0.0135925475981627	0.0400963087343404	0.424097331240188	0.24480178224291	0.72213452030547	30	85	1
SPAC110.01	0	4546	131	100	5792	300	0	0	0.784875690607735	100.26759599527	1.99944441072534e-05	0.00105372035800724	0	0.00115807820269211	0.0610314831357795	43	57	1
SPAC110.02	36	972	393	100	3853	300	0.36	45.9898745626171	0.252270957695302	32.2275269449951	0.0261555219231945	0.0522058477918882	1.42703703703704	1.00777225970068	2.01149131542145	27	109	1
SPAC110.03	72	1912	59	100	1448	300	0.72	91.9797491252342	1.32044198895028	168.686003997322	0.0295400732535591	0.0479268058498014	0.545271966527197	0.427740260711536	0.693980148705124	97	75	1
SPAC110.04c	67	4437	66	100	2755	300	0.67	85.592266547093	1.61052631578947	205.744175674866	0.0117700487352303	0.0193376519429809	0.416013071895425	0.324264842655594	0.532752311029123	103	64	1
SPAC110.05	3	50	126	100	1707	300	0.03	3.83248954688476	0.0292911540714704	3.74193472650338	0.014953507709668	0.19943882178972	1.0242	0.255256376604032	3.40442068795053	2	101	1
SPAC1142.01	204	787	2	100	1904	300	2.04	260.609289188164	0.413340336134454	52.8040839180376	0.221535648882994	0.303210160139848	4.93540025412961	4.21803875473221	5.7731214490627	88	216	7.13811651675555e-34
SPAC1142.02c	194	870	104	100	1080	300	1.94	247.834324031881	0.805555555555556	102.90944153672	0.190251796067183	0.261275393929415	2.40827586206897	2.05471939752558	2.82177425443768	131	163	3.23492551902401e-08
SPAC1142.03c	19	740	571	100	2243	300	0.19	24.2724337969368	0.329915292019617	42.1465636007538	0.015813391932949	0.0411880910612907	0.575905405405405	0.354694381056046	0.923848882504751	29	90	1
SPAC1142.04	7	2419	124	100	2169	300	0.07	8.94247560939777	1.11526048870447	142.474138833783	0.00126654097950917	0.00625900886430651	0.0627656056221579	0.0274712738455539	0.135757902266808	56	51	1
SPAC1142.05	125	1124	132	100	969	300	1.25	159.687064453532	1.15995872033024	148.184322349449	0.0920291737835856	0.13429842000224	1.07762455516014	0.891762693962944	1.30135168982171	120	105	1
SPAC1142.06	50	1035	96	100	1508	300	0.5	63.8748257814127	0.686339522546419	87.679634859101	0.0359772879843323	0.0646883604240442	0.728502415458937	0.54253750280373	0.975500475194587	61	89	1
SPAC1142.07c	23	655	70	100	1016	300	0.23	29.3824198594498	0.644685039370079	82.3582891472939	0.0226164185740705	0.054029962585877	0.356763358778626	0.229782812712556	0.54894441987251	48	75	1
SPAC1142.08	99	1844	86	100	2324	300	0.99	126.472155047197	0.793459552495697	101.364181360521	0.0436195799629853	0.0660143651916216	1.24770065075922	1.01371903833978	1.53417384705329	88	111	1
SPAC1142.09	3	0	48	100	3	300	0.03	3.83248954688476	0	0	0.449250381531113	30.4904450141133	NA	0.0134775114459334	0.914713350423399	0	103	1
SPAC11D3.01c	10	1	6	100	130	300	0.1	12.7749651562825	0.00769230769230769	0.982689627406349	1.33192201254659	208.913264222356	13	1.73149861631056	271.587243489063	0	110	1
SPAC11D3.02c	77	421	177	100	450	300	0.77	98.3672317033755	0.935555555555556	119.516896239888	0.142344344160654	0.234694889168253	0.823040380047506	0.640549548722943	1.05612700125714	85	92	1
SPAC11D3.03c	0	27	26	100	1284	300	0	0	0.0210280373831776	2.686324448751	0.00339432100419189	0.183491530730493	0	0.0435830816938239	2.35603125457953	2	98	1
SPAC11D3.04c	3	284	4	100	1836	300	0.03	3.83248954688476	0.154684095860566	19.760839348498	0.00271080856728565	0.0339146659933926	0.193943661971831	0.0497704452953646	0.622673267638688	13	90	1
SPAC11D3.05	101	1561	6	100	1753	300	1.01	129.027148078454	0.890473474044495	113.757676035123	0.0526227997334577	0.0794785186643355	1.13422805893658	0.922477679327513	1.3932584321858	94	107	1
SPAC11D3.06	12	480	3	100	1521	300	0.12	15.329958187539	0.315581854043393	40.3154718935938	0.0134431183351585	0.0453837002520423	0.38025	0.204469829877761	0.690286080833564	26	86	1
SPAC11D3.07c	24	948	12	100	4030	300	0.24	30.6599163750781	0.235235732009926	30.0512827993942	0.0165004971157749	0.0385139432781243	1.02025316455696	0.664970033765728	1.55211191410841	23	101	1
SPAC11D3.08c	5	603	80	100	3214	300	0.05	6.38748257814127	0.187616677037959	23.9679651189744	0.00304070217086765	0.0206573156979231	0.266500829187396	0.0977281677716864	0.663926126531247	16	89	1
SPAC11D3.09	0	47	11	100	1729	300	0	0	0.0271833429728167	3.47266259309011	0.00194303656715677	0.1038928146097	0	0.0335951022461405	1.79630676460172	2	98	1
SPAC11D3.10	3	180	3	100	4126	300	0.03	3.83248954688476	0.0436257876878333	5.57317917627449	0.00426141496958896	0.0537407628420666	0.687666666666667	0.175825981645241	2.21734387486367	4	99	1
SPAC11D3.11c	6	257	16	100	2151	300	0.06	7.66497909376952	0.119479311947931	15.2634404703143	0.00939478768798738	0.0541872277920525	0.502178988326848	0.202081883168609	1.16556726980705	11	95	1
SPAC11D3.13	3	390	102	100	920	300	0.03	3.83248954688476	0.423913043478261	54.1547435972847	0.00197743941886066	0.0246467939265066	0.0707692307692308	0.0181924426535181	0.22675050412386	30	73	1
SPAC11D3.14c	9	445	1	100	4308	300	0.09	11.4974686406543	0.103296193129062	13.196052680004	0.00979988286104544	0.0402124963935965	0.871280898876404	0.422178953653838	1.73235434463614	10	99	1
SPAC11D3.15	8	723	2	100	3921	300	0.08	10.219972125026	0.184391736801836	23.5559801274988	0.00512357674372142	0.022852184285615	0.433858921161826	0.200895444121317	0.896034145838965	16	92	1
SPAC11D3.16c	38	909	25	100	945	300	0.38	48.5448675938736	0.961904761904762	122.882998169956	0.0297861380622177	0.0584246296633277	0.395049504950495	0.281479004687957	0.552112750318447	67	71	1
SPAC11D3.17	23	508	17	100	3291	300	0.23	29.3824198594498	0.154360376785172	19.7194843494121	0.0290971856963636	0.0698207798447998	1.49001968503937	0.957588381267327	2.29780186469236	16	107	1
SPAC11D3.18c	16	151	8	100	2031	300	0.16	20.4399442500521	0.0743476120137863	9.49788152928933	0.0610141402546321	0.181291548927706	2.15205298013245	1.23919718857158	3.68203135872171	8	108	1
SPAC11D3.19	26	54	1	100	1210	300	0.26	33.2149094063346	0.0446280991735537	5.7012241193327	0.293599267632984	0.78579154774674	5.82592592592593	3.55255113835911	9.50807772773555	5	121	5.60187159680807e-06
SPAC11E3.01c	50	1858	25	100	3812	300	0.5	63.8748257814127	0.487408184679958	62.2662257617339	0.0201029996842829	0.0359226811336126	1.02583423035522	0.766326347964864	1.36937260481331	49	101	1
SPAC11E3.02c	9	1177	8	100	3850	300	0.09	11.4974686406543	0.305714285714286	39.054893477778	0.00372166384871957	0.0151322994375677	0.294392523364486	0.143284058175704	0.582593528346355	25	84	1
SPAC11E3.03	0	133	10	100	987	300	0	0	0.134751773049645	17.2144920545651	0.000684529864532266	0.0362559546666099	0	0.00675630976293347	0.35784627255944	11	89	1
SPAC11E3.04c	25	512	63	100	714	300	0.25	31.9374128907063	0.717086834733894	91.6075932775442	0.031961290811005	0.0740098999148178	0.3486328125	0.228203616390576	0.528430685391799	52	73	1
SPAC11E3.05	19	365	9	100	3997	300	0.19	24.2724337969368	0.09131848886665	11.6659051339583	0.0318593874143318	0.0840452344357758	2.0806301369863	1.27341971495084	3.35928802039796	9	110	1
SPAC11E3.06	3	70	73	100	1847	300	0.03	3.83248954688476	0.0378992961559285	4.8416218783962	0.0107888205887194	0.140758323650804	0.791571428571428	0.199269516273647	2.59980623783036	3	100	1
SPAC11E3.07	390	1820	90	100	1208	300	3.9	498.223641095019	1.50662251655629	192.470501526773	0.191787421743791	0.239396536641621	2.58857142857143	2.316792054665	2.89191016263079	294	196	4.16803146843208e-14
SPAC11E3.08c	20	207	5	100	1531	300	0.2	25.5499303125651	0.135205747877204	17.2724871806041	0.0593159075925229	0.155700473874458	1.4792270531401	0.908126545241526	2.38377425501795	14	106	1
SPAC11E3.09	2	243	4	100	1333	300	0.02	2.55499303125651	0.182295573893473	23.2881960463365	0.00141720863449046	0.0334451579823446	0.109711934156379	0.0188913910977578	0.445823955904654	15	87	1
SPAC11E3.10	14	796	41	100	1069	300	0.14	17.8849512187955	0.744621141253508	95.125091341449	0.00995988122186769	0.0304670932957	0.188015075376884	0.106471130261766	0.325693227331033	48	66	1
SPAC11E3.11c	22	1352	10	100	3255	300	0.22	28.1049233438216	0.415360983102919	53.0622208641904	0.0104146467282946	0.0251778954872912	0.529659763313609	0.338996751005991	0.819540498111329	35	87	1
SPAC11E3.12	20	266	2	100	2724	300	0.2	25.5499303125651	0.0976505139500734	12.4748191320527	0.0463840830185383	0.120560877689077	2.04812030075188	1.26350242142498	3.28407830825045	10	110	1
SPAC11E3.13c	328	5147	43	100	2103	300	3.28	419.018857126067	2.44745601521636	312.661653159231	0.0569024962122691	0.0713572246027984	1.34016708762386	1.19665949534402	1.50064243339685	303	125	1
SPAC11E3.14	46	856	40	100	2681	300	0.46	58.7648397188997	0.319283849309959	40.7884004989849	0.0394693600604235	0.0729366884729145	1.44072429906542	1.05817354321995	1.95543261795884	35	111	1
SPAC11E3.15	178	2849	2496	100	406	300	1.78	227.394379781829	7.01724137931035	896.450141139137	0.0535356050131016	0.0728846855877144	0.253660933660934	0.217354556353192	0.295911823486121	243	35	1
SPAC11G7.01	135	6464	301	100	2966	300	1.35	172.462029609814	2.17936614969656	278.413266251552	0.0175437214075345	0.0248467566201877	0.619446163366337	0.520346776947475	0.736954801354769	161	74	1
SPAC11G7.02	170	2901	58	100	2923	300	1.7	217.174407656803	0.992473486144372	126.788142040286	0.0500439042137658	0.0685901935558847	1.71289210617029	1.46278332016837	2.00489135763851	134	136	0.0938494169564464
SPAC11G7.03	13	728	92	100	1164	300	0.13	16.6074547031673	0.625429553264605	79.8984075066468	0.00987924620939227	0.0315916884474297	0.207857142857143	0.114994425877326	0.367727253528082	43	70	1
SPAC11G7.04	55	1475	666	93	363	300	0.591397849462366	75.5508692038214	4.0633608815427	519.092936791095	0.0282098348378849	0.0491689542803889	0.145544013121925	0.11010935533497	0.191917531223453	118	30	1
SPAC11G7.05c	3	613	5	100	1975	296	0.03	3.83248954688476	0.310379746835443	39.6509045103858	0.00126020239137681	0.0156496792674615	0.0966557911908646	0.024888997229692	0.309081165532365	24	79	1
SPAC11G7.06c	9	239	30	100	2860	300	0.09	11.4974686406543	0.0835664335664336	10.6755827704599	0.0181353398738367	0.0753587924473403	1.07698744769874	0.518670720391731	2.15526146399393	8	101	1
SPAC11H11.01	0	62	3	100	1378	300	0	0	0.0449927431059507	5.74780725464091	0.00147125141445871	0.0783875109585982	0	0.0202738444912411	1.08017990100948	4	96	1
SPAC11H11.02c	0	127	2	100	2839	300	0	0	0.0447340612891863	5.71476074268363	0.000716926601156283	0.0379810994690606	0	0.0203535462068269	1.07828341392663	4	96	1
