V4	dis2ts_3MBPP1_30Cr2_pr_counts	dis2ts_3MBPP1_30Cr2gb_counts	dis2ts_3MBPP1_30Cr2term_counts	dis2ts_3MBPP1_30Cr2pr_map	dis2ts_3MBPP1_30Cr2gb_map	dis2ts_3MBPP1_30Cr2term_map	dis2ts_3MBPP1_30Cr2pr_density	dis2ts_3MBPP1_30Cr2pr_densityRPKM	dis2ts_3MBPP1_30Cr2gb_density	dis2ts_3MBPP1_30Cr2gb_densityRPKM	dis2ts_3MBPP1_30Cr2pause_index_CI_low	dis2ts_3MBPP1_30Cr2pause_index_CI_high	dis2ts_3MBPP1_30Cr2pause_index_scaled	dis2ts_3MBPP1_30Cr2pause_index_CI_low_scaled	dis2ts_3MBPP1_30Cr2pause_index_CI_high_scaled	dis2ts_3MBPP1_30Cr2_ExpPR	dis2ts_3MBPP1_30Cr2_ExpGB	dis2ts_3MBPP1_30Cr2Fexact_Pval
SPAC1006.01	32	355	93	100	1664	300	0.32	142.781736252684	0.213341346153846	95.1913994322847	0.0616729461900721	0.131052454457673	1.49994366197183	1.0262378246028	2.18071284217568	23	109	1
SPAC1006.02	57	109	17	100	1217	300	0.57	254.329967700094	0.0895645028759244	39.9630475851032	0.374797458121103	0.728619582586981	6.36412844036697	4.56128506533382	8.86730032008356	12	145	2.04880030137924e-15
SPAC1006.03c	22	371	54	100	2770	300	0.22	98.1624436737205	0.133935018050542	59.7608575696592	0.0375944458619084	0.0926499029767431	1.64258760107817	1.04136615037486	2.56640231245578	14	108	1
SPAC1006.04c	21	139	28	100	3993	300	0.21	93.7005144158241	0.0348109191084398	15.5323858464212	0.0928113805184722	0.243578872131855	6.03258992805755	3.70595842410259	9.72610436422497	4	117	1.45919205837734e-05
SPAC1006.05c	24	363	32	100	2032	300	0.24	107.086302189513	0.178641732283465	79.7086771956884	0.042724374160471	0.101467412491503	1.34347107438017	0.868159282940771	2.06181782182733	18	106	1
SPAC1006.06	13	604	37	100	4139	300	0.13	58.005080352653	0.145928968349843	65.11247334548	0.0118946821222102	0.0381198083823831	0.890844370860927	0.492320893038278	1.57777886894684	14	99	1
SPAC1006.07	144	821	332	100	1302	300	1.44	642.51781313708	0.630568356374808	281.355139841239	0.14632936218383	0.210127446162291	2.28365408038977	1.90520829563346	2.73585934903303	94	150	6.6274585533467e-06
SPAC1006.08	8	90	93	100	1457	300	0.08	35.6954340631711	0.061770761839396	27.5616769533751	0.0399961821695463	0.189292214061722	1.29511111111111	0.58274437421029	2.75798755887929	6	102	1
SPAC1006.09	66	930	54	100	4844	300	0.66	294.487331021162	0.191990090834021	85.6646203518505	0.0548269314947432	0.0916950604115958	3.43767741935484	2.65581656160536	4.4417087263377	26	140	4.71214671990362e-09
SPAC1039.01	0	61	14	100	2977	300	0	0	0.0204904266039637	9.14268339710043	0.00149545868574188	0.0796917976497406	0	0.0445198050745357	2.37242481603278	2	98	1
SPAC1039.02	1	180	75	100	2733	300	0.01	4.46192925789639	0.0658616904500549	29.3870203593615	0.000288549311441497	0.0363729286361436	0.151833333333333	0.00788605268169612	0.994072139625804	6	95	1
SPAC1039.03	3	94	15	100	1499	300	0.03	13.3857877736892	0.0627084723148766	27.9800767339733	0.00808633905852046	0.104018271549053	0.478404255319149	0.121214222487222	1.55923389052031	6	97	1
SPAC1039.04	3	57	11	100	1844	300	0.03	13.3857877736892	0.0309110629067245	13.792297597619	0.0131736428547081	0.174047970715469	0.970526315789474	0.242921974240817	3.20944457999325	3	100	1
SPAC1039.05c	0	149	33	100	3153	300	0	0	0.0472565810339359	21.085552154347	0.000610913410695384	0.0323389563392202	0	0.0192620998392255	1.01964729337561	4	96	1
SPAC1039.06	4	51	23	100	1966	300	0.04	17.8477170315856	0.025940996948118	11.5746893261809	0.0241237669762059	0.225917332967356	1.54196078431373	0.474273258752207	4.44153476613822	2	102	1
SPAC1039.07c	11	90	22	100	1430	300	0.11	49.0812218368603	0.0629370629370629	28.0820722524948	0.0618799775389998	0.235233652813269	1.74777777777778	0.884883678807698	3.36384123522974	6	105	1
SPAC1039.08	5	50	9	100	995	300	0.05	22.3096462894819	0.050251256281407	22.421755064806	0.03514736074431	0.261181710785662	0.995	0.349716239405884	2.59875802231734	5	100	1
SPAC1039.09	0	97	2	100	3060	300	0	0	0.0316993464052288	14.1440241181683	0.00093916623375614	0.0498381451918062	0	0.0287384867529379	1.52504724286927	3	97	1
SPAC1039.10	0	8	3	100	888	300	0	0	0.00900900900900901	4.01975608819494	0.0116892782926356	0.673070909790981	0	0.103800791238604	5.97686967894391	0	100	1
SPAC1039.11c	0	104	27	100	3471	300	0	0	0.0299625468164794	13.369076428154	0.000875817578746582	0.0464543008536173	0	0.0303996281582939	1.61242878262906	2	98	1
SPAC105.01c	31	308	34	100	3151	300	0.31	138.319806994788	0.097746747064424	43.6139070590951	0.0682958630289646	0.147512032531885	3.17146103896104	2.15200264404267	4.6481041450797	11	120	0.00498347934999125
SPAC105.02c	25	150	64	100	1418	300	0.25	111.54823144741	0.105782792665726	47.1995337577192	0.106554442180087	0.25879625315379	2.36333333333333	1.51094199011363	3.66973086972075	11	114	1
SPAC105.03c	5	203	15	100	2487	294	0.05	22.3096462894819	0.0816244471250503	36.4202508786879	0.00896272822467165	0.0618862614620173	0.61256157635468	0.222903050947584	1.53911132256037	7	98	1
SPAC1071.01c	26	330	34	100	2319	300	0.26	116.010160705306	0.142302716688228	63.4944655069344	0.0517112993101009	0.11916831681776	1.82709090909091	1.19918503100124	2.76351326700386	15	111	1
SPAC1071.02	4	216	32	100	3405	300	0.04	17.8477170315856	0.0634361233480176	28.3047494774044	0.00587454526499825	0.051493407475441	0.630555555555555	0.20002826627319	1.75335052453877	6	98	1
SPAC1071.03c	4	191	24	100	1677	300	0.04	17.8477170315856	0.113893858079905	50.8186337661425	0.00663502355313024	0.0583171937116054	0.351204188481675	0.111269344985994	0.977979338543623	10	94	1
SPAC1071.04c	1	21	17	100	331	300	0.01	4.46192925789639	0.0634441087613293	28.3083125123336	0.00238298221596271	0.331279590579523	0.157619047619048	0.00788767113483657	1.09653544481822	6	95	1
SPAC1071.05	16	130	44	100	1458	300	0.16	71.3908681263422	0.0891632373113855	39.784005728843	0.0705665687293774	0.211519754615105	1.79446153846154	1.02886057207432	3.08395802228823	9	107	1
SPAC1071.06	58	175	40	100	1678	300	0.58	258.791896957991	0.104290822407628	46.5338271830672	0.243513210538709	0.450291081364405	5.56137142857143	4.08615167283954	7.55588434529471	14	144	2.1772956595876e-14
SPAC1071.07c	111	164	151	100	468	300	1.11	495.274147626499	0.35042735042735	156.358204763891	0.528142549586715	0.867063930214333	3.16756097560976	2.47170713206582	4.05785919340308	54	157	1.44851455301157e-08
SPAC1071.08	41	78	128	100	320	300	0.41	182.939099573752	0.24375	108.759525661224	0.353895747548404	0.778973993730569	1.68205128205128	1.13246639215489	2.49271677993782	27	114	1
SPAC1071.09c	98	160	174	100	2232	300	0.98	437.269067273846	0.0716845878136201	31.9851559705834	0.472629066705935	0.793360380465502	13.671	10.5490807688765	17.70780369199	13	185	4.43222479574833e-48
SPAC1071.10c	127	7958	380	100	4273	300	1.27	566.665015752841	1.86239176222794	830.986029355007	0.0133375747750484	0.0190819234355118	0.681918823825082	0.569914570137817	0.815370588399419	147	80	1
SPAC1071.11	20	511	97	100	2136	300	0.2	89.2385851579278	0.239232209737828	106.743719606042	0.0243459111141663	0.0622258250920054	0.83600782778865	0.520028661398592	1.32914362396524	23	97	1
SPAC1071.12c	3	23	6	100	736	300	0.03	13.3857877736892	0.03125	13.9435289309262	0.0312294740718594	0.455248489725081	0.96	0.229848929168885	3.3506288843766	3	100	1
SPAC1071.13	4	665	50	100	3378	300	0.04	17.8477170315856	0.196862048549438	87.8384534192155	0.00192073698004407	0.0166017829831357	0.203187969924812	0.0648824951858885	0.560808229170322	17	87	1
SPAC1093.01	22	920	32	100	5223	300	0.22	98.1624436737205	0.176143978556385	78.5941971523009	0.0152789957728368	0.0370649808450071	1.24897826086957	0.798021949215267	1.93590394953472	18	104	1
SPAC1093.02	19	143	39	100	992	300	0.19	84.7766559000314	0.144153225806452	64.3201495845951	0.0798088195293773	0.218712651217903	1.31804195804196	0.791703489731423	2.1696295000816	14	105	1
SPAC1093.03	12	219	36	100	3353	300	0.12	53.5431510947567	0.0653146436027438	29.1429319260158	0.0292008969335448	0.100408689902446	1.8372602739726	0.979106074181757	3.366703372429	6	106	1
SPAC1093.04c	8	220	6	100	4949	300	0.08	35.6954340631711	0.0444534249343302	19.8348037328189	0.0166795787814479	0.0758596212693505	1.79963636363636	0.825472353893857	3.75429265662016	4	104	1
SPAC1093.05	26	244	51	100	2479	300	0.26	116.010160705306	0.0984267849939492	43.9173351725179	0.0695555125531638	0.162075979101053	2.64155737704918	1.72428115619293	4.01786352191511	11	115	0.51554256376615
SPAC1093.06c	2	804	16	100	12942	300	0.02	8.92385851579278	0.0621233194251275	27.7189856540619	0.000430099580450642	0.0100558621675154	0.321940298507463	0.0556634877019221	1.30142968171984	5	97	1
SPAC1093.07	0	64	3	100	1791	300	0	0	0.0357342266890006	15.9443591571954	0.00142511423979771	0.0759029537004353	0	0.025523796034777	1.3594219007748	3	97	1
SPAC10F6.01c	48	1871	111	100	4905	300	0.48	214.172604379027	0.38144750254842	170.19917719723	0.0190488652673388	0.0344483570936365	1.25836451095671	0.934346841362968	1.68969191544287	40	108	1
SPAC10F6.02c	5	269	23	100	3591	300	0.05	22.3096462894819	0.0749094959621275	33.4240871727688	0.00678298899885899	0.0465556180019025	0.667472118959108	0.243577134949026	1.67181224244832	7	98	1
SPAC10F6.03c	78	619	133	100	2113	300	0.78	348.030482115918	0.292948414576432	130.711510205294	0.0988410604047975	0.160429372857754	2.66258481421648	2.08851160635337	3.38987264848434	40	138	8.99811012023619e-06
SPAC10F6.04	0	155	10	100	2665	300	0	0	0.0581613508442777	25.9511833010859	0.000587231169265359	0.0310797877793071	0	0.0156497106609218	0.828276344318535	5	95	1
SPAC10F6.05c	1	85	28	100	2025	300	0.01	4.46192925789639	0.0419753086419753	18.7290857738861	0.000607646510904272	0.0777163283726937	0.238235294117647	0.0123048418458115	1.57375564954705	4	97	1
SPAC10F6.06	58	421	244	100	890	300	0.58	258.791896957991	0.473033707865169	211.064294109481	0.103652679788907	0.182726537925456	1.22612826603325	0.922508850121274	1.62626618753656	50	108	1
SPAC10F6.07c	17	77	22	100	366	300	0.17	75.8527973842386	0.210382513661202	93.8711893054705	0.125901812672785	0.382355759764492	0.808051948051948	0.460800634382392	1.39942208073804	20	97	1
SPAC10F6.08c	34	97	12	100	983	300	0.34	151.705594768477	0.098677517802645	44.0292103780213	0.232620398937147	0.526130684387519	3.44556701030928	2.28665852155215	5.17186462752931	12	122	0.00159988860686417
SPAC10F6.09c	22	495	63	100	3689	300	0.22	98.1624436737205	0.134182705340201	59.8713738861131	0.0282687353782999	0.0692092883896358	1.63955555555556	1.04283364810548	2.55313064869366	14	108	1
SPAC10F6.10	4	106	30	100	1670	300	0.04	17.8477170315856	0.0634730538922156	28.3212276249711	0.011851323935349	0.106130354302675	0.630188679245283	0.197917109720328	1.77237691685467	6	98	1
SPAC10F6.11c	7	223	14	100	2545	300	0.07	31.2335048052747	0.08762278978389	39.0966689395243	0.0135828417331765	0.0687313580853734	0.798878923766816	0.345683322109343	1.74921306327275	8	99	1
SPAC10F6.12c	31	65	13	100	987	300	0.31	138.319806994788	0.0658561296859169	29.3845391857412	0.303998069147052	0.74542746766791	4.70723076923077	3.00046094248141	7.35736910588227	8	123	2.03721826135689e-05
SPAC10F6.13c	73	355	30	100	1199	300	0.73	325.720835826436	0.296080066722269	132.1088312388	0.158525186960922	0.266367168845632	2.46554929577465	1.90071699166146	3.19374235445912	39	134	0.000536931912130376
SPAC10F6.14c	8	145	98	100	1579	300	0.08	35.6954340631711	0.0918302723242559	40.974017884419	0.0251318515242977	0.1159541789753	0.871172413793103	0.396831935568661	1.83091648601999	9	99	1
SPAC10F6.15	0	3	0	100	1234	300	0	0	0.00243111831442464	1.0847477936539	0.0327971598819604	2.22593021867193	0	0.404716952943391	27.4679788984117	0	100	1
SPAC10F6.16	28	108	84	100	1061	300	0.28	124.934019221099	0.101790763430726	45.4183185535165	0.167292248222977	0.399507741764818	2.75074074074074	1.77497075364579	4.23877714012472	11	117	0.323032105429646
SPAC10F6.17c	21	125	32	100	1801	300	0.21	93.7005144158241	0.0694058856191005	30.9684151714075	0.102833650416652	0.271874203376832	3.02568	1.85203404400391	4.89645440281674	7	114	0.475087485097536
SPAC110.01	1	637	61	100	5792	300	0.01	4.46192925789639	0.109979281767956	49.0719775082873	8.18305350134968e-05	0.0102193289090554	0.0909262166405024	0.00473962458798173	0.591903530412487	10	91	1
SPAC110.02	23	333	115	100	3853	300	0.23	102.624372931617	0.0864261614326499	38.5627418344017	0.0441634361614076	0.107069374635876	2.66123123123123	1.70161719529903	4.12538300472032	9	114	0.903054138820842
SPAC110.03	21	396	72	100	1448	300	0.21	93.7005144158241	0.273480662983425	122.025137163465	0.0332860303175221	0.083626015363742	0.767878787878788	0.48198171899772	1.21090470246698	25	96	1
SPAC110.04c	18	973	123	100	2755	300	0.18	80.314726642135	0.353176043557169	157.584652193582	0.0112530493803715	0.0300147876318107	0.509660842754368	0.310021510429235	0.826907399256384	30	88	1
SPAC110.05	0	47	33	100	1707	300	0	0	0.0275336848271822	12.2853353908102	0.00194303656715677	0.1038928146097	0	0.033167634201366	1.77345034538759	2	98	1
SPAC1142.01	64	220	19	100	1904	300	0.64	285.563472505369	0.115546218487395	51.5559052908196	0.218035894568172	0.387524340762379	5.53890909090909	4.15140343257799	7.37846344811569	16	148	5.81418002355188e-16
SPAC1142.02c	52	279	99	100	1080	300	0.52	232.020321410612	0.258333333333333	115.26650582899	0.137030723346352	0.252898646038761	2.01290322580645	1.4799318121406	2.73130537721862	31	121	1
SPAC1142.03c	2	104	93	100	2243	300	0.02	8.92385851579278	0.0463664734730272	20.6883924574777	0.00328555628787221	0.0789292435208364	0.431346153846154	0.0736950275369736	1.77038293217236	4	98	1
SPAC1142.04	9	269	53	100	2169	300	0.09	40.1573633210675	0.124020285846012	55.3369741988994	0.0161364972090343	0.0668504093175385	0.725687732342007	0.350000624463955	1.44998537809741	12	97	1
SPAC1142.05	27	332	131	100	969	300	0.27	120.472089963202	0.342621259029928	152.875182004293	0.0537948254805432	0.122100782506847	0.788042168674699	0.521271858906464	1.18315658249135	32	95	1
SPAC1142.06	55	284	31	100	1508	300	0.55	245.406109184301	0.188328912466843	84.0310284643617	0.143512286684459	0.260768563363746	2.92042253521127	2.16416528320164	3.93238993552529	24	131	7.84694896446106e-05
SPAC1142.07c	4	58	18	100	1016	300	0.04	17.8477170315856	0.0570866141732283	25.471643401377	0.0213144671287785	0.197555404582638	0.700689655172414	0.216554986028389	2.0071629105596	5	99	1
SPAC1142.08	18	211	28	100	2324	300	0.18	80.314726642135	0.0907917383820998	40.5106313862366	0.0510556049838102	0.140746672354228	1.98255924170616	1.18653225982375	3.27095266551226	9	109	1
SPAC1142.09	23	0	53	100	3	300	0.23	102.624372931617	0	0	4.61486558453603	250.599344057485	NA	0.138445967536081	7.51798032172456	0	123	1
SPAC11D3.01c	54	7	31	100	130	300	0.54	240.944179926405	0.0538461538461538	24.0257729271344	3.38059481076554	18.5193545224554	10.0285714285714	4.3947732539952	24.0751608791921	7	147	3.60609291151176e-07
SPAC11D3.02c	28	75	47	100	450	300	0.28	124.934019221099	0.166666666666667	74.3654876316065	0.236195494521469	0.587138616523019	1.68	1.06287972534661	2.64212377435358	18	110	1
SPAC11D3.03c	3	14	7	100	1284	300	0.03	13.3857877736892	0.0109034267912773	4.86503190113313	0.0490202656367911	0.791973133215248	2.75142857142857	0.629420210776398	10.1689350304838	1	102	1
SPAC11D3.04c	0	46	12	100	1836	300	0	0	0.0250544662309368	11.1791255916794	0.00198548220405956	0.106196341353302	0	0.0364534532665335	1.94976482724663	2	98	1
SPAC11D3.05	9	354	56	100	1753	300	0.09	40.1573633210675	0.201939532230462	90.1039907185009	0.0122965293945571	0.0506474990188551	0.445677966101695	0.215558160286586	0.887850657800531	18	91	1
SPAC11D3.06	5	184	35	100	1521	300	0.05	22.3096462894819	0.120973044049967	53.9773164663337	0.00987640943739258	0.0683670025532618	0.413315217391304	0.150220187542741	1.03986210883511	11	94	1
SPAC11D3.07c	48	411	16	100	4030	300	0.48	214.172604379027	0.101985111662531	45.5050353596877	0.0855796033326191	0.158928069158576	4.70656934306569	3.44885801430455	6.40480118709062	13	135	1.26058231957023e-10
SPAC11D3.08c	16	362	71	100	3214	300	0.16	71.3908681263422	0.112632233976353	50.2557060161323	0.0258556302956314	0.0743943289651765	1.42055248618785	0.830999957701593	2.39103373294077	11	105	1
SPAC11D3.09	0	25	6	100	1729	300	0	0	0.0144592249855408	6.45160390094909	0.00366831680942558	0.19871450933181	0	0.0634251976349682	3.435773866347	1	99	1
SPAC11D3.10	0	100	1	100	4126	300	0	0	0.0242365487154629	10.8141765823955	0.000910928409356709	0.048329390295792	0	0.0375849061700578	1.99407064360438	2	98	1
SPAC11D3.11c	4	138	30	100	2151	300	0.04	17.8477170315856	0.0641562064156206	28.6260454481498	0.009144719726075	0.0810999076883964	0.623478260869565	0.196702921307873	1.74445901437741	6	98	1
SPAC11D3.13	0	34	24	100	920	300	0	0	0.0369565217391304	16.489738561791	0.00269086889544985	0.144693076160053	0	0.0247559938381386	1.33117630067249	3	97	1
SPAC11D3.14c	5	337	4	100	4308	300	0.05	22.3096462894819	0.0782265552460538	34.9041355596816	0.00542392281373299	0.037089025111656	0.639169139465875	0.233662594815617	1.59779520181014	7	98	1
SPAC11D3.15	11	320	10	100	3921	300	0.11	49.0812218368603	0.0816118337158888	36.4146228647499	0.0178829848587232	0.0642928324863653	1.34784375	0.701191836310535	2.52092196179038	8	103	1
SPAC11D3.16c	2	89	38	100	945	300	0.02	8.92385851579278	0.0941798941798942	42.0224025346856	0.00383050818803978	0.0925031062647578	0.212359550561798	0.036198302376976	0.874154354201961	8	94	1
SPAC11D3.17	5	154	32	100	3291	300	0.05	22.3096462894819	0.0467942874506229	20.8792800278348	0.0117711176327482	0.0819100145989674	1.06850649350649	0.387387481293742	2.69565858045202	4	101	1
SPAC11D3.18c	7	104	5	100	2031	300	0.07	31.2335048052747	0.051206302314131	22.8478898484109	0.0287157312677024	0.14964227723694	1.36701923076923	0.583216502047035	3.03923465068224	5	102	1
SPAC11D3.19	11	34	1	100	1210	300	0.11	49.0812218368603	0.028099173553719	12.5376524602047	0.154535073326072	0.662807378957252	3.91470588235294	1.86987438724547	8.01996928538275	3	108	1
SPAC11E3.01c	9	388	59	100	3812	300	0.09	40.1573633210675	0.101783840503673	45.4152295924396	0.0112277962813306	0.0461710441435928	0.884226804123711	0.428003594244321	1.76004020275376	10	99	1
SPAC11E3.02c	6	382	34	100	3850	300	0.06	26.7715755473783	0.0992207792207792	44.2716097796473	0.00634146674342946	0.0363254667415866	0.604712041884817	0.244146469622034	1.39853046955108	9	97	1
SPAC11E3.03	2	26	33	100	987	300	0.02	8.92385851579278	0.0263424518743668	11.7538156742965	0.0126267060000113	0.332593862792864	0.759230769230769	0.124625588220111	3.28270142576556	2	100	1
SPAC11E3.04c	6	37	27	100	714	300	0.06	26.7715755473783	0.0518207282913165	23.1220423728524	0.0616020865815421	0.401083102867307	1.15783783783784	0.439838898192211	2.86373335447257	5	101	1
SPAC11E3.05	6	268	20	100	3997	300	0.06	26.7715755473783	0.0670502877157868	29.917364050944	0.00901290312027351	0.051939812307068	0.894850746268657	0.360245737717332	2.07603429791351	6	100	1
SPAC11E3.06	10	85	29	100	1847	300	0.1	44.6192925789639	0.0460205739036275	20.5340545165779	0.0575233288386871	0.233505367539453	2.17294117647059	1.06245588365055	4.3128441384537	4	106	1
SPAC11E3.07	55	168	59	100	1208	300	0.55	245.406109184301	0.139072847682119	62.0533208051815	0.238595979219475	0.448344889598674	3.9547619047619	2.88223942897126	5.41600626635198	18	137	2.246100804687e-08
SPAC11E3.08c	7	110	15	100	1531	300	0.07	31.2335048052747	0.0718484650555193	32.0582768366168	0.0271883560749995	0.141260661824135	0.974272727272727	0.416253731508242	2.16270073252751	7	100	1
SPAC11E3.09	1	59	10	100	1333	300	0.01	4.46192925789639	0.0442610652663166	19.748974209744	0.000871375735237544	0.112803364965006	0.22593220338983	0.0116154385507165	1.50366885498353	4	97	1
SPAC11E3.10	9	124	24	100	1069	300	0.09	40.1573633210675	0.11599625818522	51.7567098203136	0.0345342814625774	0.14712525108017	0.775887096774194	0.369171468834953	1.57276893404701	11	98	1
SPAC11E3.11c	13	400	38	100	3255	300	0.13	58.005080352653	0.122887864823349	54.8316959495716	0.017903644310373	0.0577525143837423	1.057875	0.582763622302641	1.87984434319081	12	101	1
SPAC11E3.12	3	72	0	100	2724	300	0.03	13.3857877736892	0.026431718061674	11.7936456155852	0.0104964881616579	0.136734227320827	1.135	0.28592433752356	3.72464035221933	2	101	1
SPAC11E3.13c	70	1497	187	100	2103	300	0.7	312.335048052747	0.711840228245364	317.618074135563	0.036510874151665	0.0597866776035824	0.983366733466934	0.767823683409516	1.25731383000334	70	100	1
SPAC11E3.14	10	430	55	100	2681	300	0.1	44.6192925789639	0.160387914957106	71.5639530360107	0.0117260262216644	0.0446804960410508	0.623488372093023	0.314374763002823	1.19788409886057	15	95	1
SPAC11E3.15	56	245	331	100	406	300	0.56	249.868038442198	0.603448275862069	269.25435176961	0.169109971698901	0.308306313895917	0.928	0.68658648509754	1.25172363441742	58	98	1
SPAC11G7.01	38	704	149	100	2966	300	0.38	169.553311800063	0.237356709372893	105.906884610892	0.0383823695198977	0.0755915719176911	1.60096590909091	1.13842107996017	2.24204602307872	26	112	1
SPAC11G7.02	50	443	79	100	2923	300	0.5	223.096462894819	0.15155661991105	67.6234916608998	0.0832929126043529	0.152534062716702	3.29909706546275	2.43465183542524	4.45857065320921	19	131	4.13466040101676e-06
SPAC11G7.03	4	110	58	100	1164	300	0.04	17.8477170315856	0.0945017182130584	42.1659981416325	0.0114285028907404	0.102188245800866	0.423272727272727	0.133027773648218	1.18947118112208	8	96	1
SPAC11G7.04	35	154	374	93	363	300	0.376344086021505	167.922068845563	0.424242424242424	189.293968516816	0.154704472882652	0.332488656141133	0.887096774193548	0.603846490929061	1.29777830300249	38	90	1
SPAC11G7.05c	10	121	11	100	1975	296	0.1	44.6192925789639	0.0612658227848101	27.3363767192639	0.0408654993491681	0.162086716729214	1.63223140495868	0.80709361214607	3.20121265540198	6	104	1
SPAC11G7.06c	3	63	23	100	2860	300	0.03	13.3857877736892	0.022027972027972	9.82872528837316	0.0119540699724486	0.156920667685371	1.36190476190476	0.34188640121203	4.4879310958016	2	101	1
SPAC11H11.01	0	24	8	100	1378	300	0	0	0.0174165457184325	7.77113949125641	0.0038226010111885	0.207313917589234	0	0.0526754419341776	2.85678578437965	1	99	1
