V4	Mcs6as_Cdk9as_3MBPP1r2_pr_counts	Mcs6as_Cdk9as_3MBPP1r2gb_counts	Mcs6as_Cdk9as_3MBPP1r2term_counts	Mcs6as_Cdk9as_3MBPP1r2pr_map	Mcs6as_Cdk9as_3MBPP1r2gb_map	Mcs6as_Cdk9as_3MBPP1r2term_map	Mcs6as_Cdk9as_3MBPP1r2pr_density	Mcs6as_Cdk9as_3MBPP1r2pr_densityRPKM	Mcs6as_Cdk9as_3MBPP1r2gb_density	Mcs6as_Cdk9as_3MBPP1r2gb_densityRPKM	Mcs6as_Cdk9as_3MBPP1r2pause_index_CI_low	Mcs6as_Cdk9as_3MBPP1r2pause_index_CI_high	Mcs6as_Cdk9as_3MBPP1r2pause_index_scaled	Mcs6as_Cdk9as_3MBPP1r2pause_index_CI_low_scaled	Mcs6as_Cdk9as_3MBPP1r2pause_index_CI_high_scaled	Mcs6as_Cdk9as_3MBPP1r2_ExpPR	Mcs6as_Cdk9as_3MBPP1r2_ExpGB	Mcs6as_Cdk9as_3MBPP1r2Fexact_Pval
SPAC1071.01c	182	483	9	100	2319	300	1.82	397.135908199635	0.208279430789133	45.4479345635963	0.316571418019147	0.448381521669678	8.73826086956522	7.34129118386402	10.3979674875198	48	234	2.24650246707205e-57
SPAC1071.02	21	318	13	100	3405	300	0.21	45.8233740230348	0.0933920704845815	20.3787608409553	0.0413300855905621	0.104449645041024	2.24858490566038	1.40728941435864	3.55651041364687	10	111	1
SPAC1071.03c	13	432	14	100	1677	300	0.13	28.3668505856882	0.257602862254025	56.2106300308119	0.0165890498866946	0.0534356571882979	0.504652777777778	0.278198366599868	0.896115971047756	23	90	1
SPAC1071.04c	10	75	51	100	331	300	0.1	21.8206542966832	0.226586102719033	49.4425701586478	0.0648696979808073	0.26604604196641	0.441333333333333	0.214718700316472	0.880612398908817	20	90	1
SPAC1071.05	20	568	53	100	1458	300	0.2	43.6413085933664	0.38957475994513	85.0077615947604	0.0219227085630597	0.0559290150633424	0.513380281690141	0.319633090849411	0.815445039623532	33	87	1
SPAC1071.06	74	401	17	100	1678	300	0.74	161.472841795456	0.238974970202622	52.1459021035159	0.142851828964867	0.238056940277731	3.09655860349127	2.39705369003046	3.99459545786033	33	141	1.34329633855859e-07
SPAC1071.07c	327	783	240	100	468	300	3.27	713.535395501541	1.67307692307692	365.0763315022	0.366279628034487	0.476111393672268	1.95448275862069	1.7141886592014	2.22820132238621	267	160	0.000334770214205378
SPAC1071.08	69	525	353	100	320	300	0.69	150.562514647114	1.640625	357.995109554959	0.101405348127486	0.170065249427049	0.420571428571429	0.324497114007955	0.544208798166557	104	65	1
SPAC1071.09c	47	127	583	100	2232	300	0.47	102.557075194411	0.0568996415770609	12.4158740845823	0.261093718803516	0.523345861081042	8.26015748031496	5.82761180369448	11.6810796193289	7	140	1.38512954627047e-17
SPAC1071.10c	350	9228	108	100	4273	300	3.5	763.722900383913	2.15960683360637	471.240341328792	0.0340371156916532	0.0422574867483417	1.62066536627655	1.45440595350434	1.80566240875664	307	143	0.0536465974627133
SPAC1071.11	33	381	16	100	2136	300	0.33	72.0081591790546	0.178370786516854	38.9216726921175	0.059657876044577	0.12511411258716	1.85007874015748	1.27429223231216	2.67243744486173	20	113	1
SPAC1071.12c	3	117	5	100	736	300	0.03	6.54619628900496	0.158967391304348	34.6877249009774	0.00652098088577648	0.0832023962057653	0.188717948717949	0.0479944193193149	0.612369636074433	14	89	1
SPAC1071.13	1	639	79	100	3378	300	0.01	2.18206542966832	0.189165186500888	41.2770813960349	8.15747768125462e-05	0.0101872715756567	0.0528638497652582	0.00275559596072781	0.344126033825685	16	85	1
SPAC1093.01	89	1447	17	100	5223	300	0.89	194.203823240481	0.277043844533793	60.4527795659594	0.0493510010936184	0.076567765584065	3.21248790601244	2.57760278711969	3.99913439645572	41	148	1.76740047402853e-10
SPAC1093.02	111	623	39	100	992	300	1.11	242.209262693184	0.628024193548387	137.038988173726	0.144816151744065	0.219038938134139	1.76744783306581	1.43657622530112	2.17286626629066	81	130	0.476013323452725
SPAC1093.03	13	444	2	100	3353	300	0.13	28.3668505856882	0.132418729495974	28.8946331873765	0.0161445155599342	0.0519786638046555	0.981734234234234	0.541325606724595	1.7428445973701	13	100	1
SPAC1093.04c	9	264	6	100	4949	300	0.09	19.6385888670149	0.0533441099211962	11.6400338135469	0.0164384654890849	0.0681325134621392	1.68715909090909	0.813539657054809	3.37187809124127	5	104	1
SPAC1093.05	56	791	14	100	2479	300	0.56	122.195664061426	0.319080274304155	69.6254035848182	0.0534574210560463	0.0935433462589132	1.75504424778761	1.32520946797939	2.31893955375846	37	119	1
SPAC1093.06c	7	1100	18	100	12942	300	0.07	15.2744580076783	0.0849945912532839	18.546375928258	0.00278134148980636	0.0137847619207386	0.823581818181818	0.359961215610739	1.78402388778199	8	99	1
SPAC1093.07	0	117	9	100	1791	300	0	0	0.0653266331658292	14.254698786778	0.000778319108469417	0.0412525893923295	0	0.0139396952326873	0.738833876016621	6	94	1
SPAC10F6.01c	317	3219	17	100	4905	300	3.17	691.714741204858	0.656269113149847	143.202214436337	0.0875932063530141	0.110696514155013	4.83033550792171	4.29644677161534	5.42966401930337	165	252	2.67435070623157e-45
SPAC10F6.02c	13	609	6	100	3591	300	0.13	28.3668505856882	0.169590643274854	37.0057879885271	0.0117976334832455	0.0378048108151024	0.766551724137931	0.423653018383345	1.35757075637033	16	97	1
SPAC10F6.03c	107	3024	136	100	2113	300	1.07	233.48100097451	1.4311405584477	312.284233758495	0.0290338557981062	0.0430838102957769	0.747655423280423	0.613485373013984	0.910360911549766	121	86	1
SPAC10F6.04	4	483	3	100	2665	300	0.04	8.72826171867329	0.181238273921201	39.547377205621	0.00264132622333701	0.0228884012269691	0.220703933747412	0.0703913438519314	0.609975892698727	15	89	1
SPAC10F6.05c	3	429	67	100	2025	300	0.03	6.54619628900496	0.211851851851852	46.2274602137141	0.00179843002096599	0.0223951053740653	0.141608391608392	0.0364182079245613	0.453500883824822	18	85	1
SPAC10F6.06	194	1011	158	100	890	300	1.94	423.320693355654	1.13595505617978	247.872825774682	0.164055992645007	0.224371514274299	1.70781404549951	1.46009833454056	1.99690647704126	156	138	0.147990461670163
SPAC10F6.07c	26	33	5	100	366	300	0.26	56.7337011713764	0.0901639344262295	19.6743604314357	0.457295944056749	1.35449769885775	2.88363636363636	1.6737031552477	4.95746157781937	10	116	1
SPAC10F6.08c	37	403	81	100	983	300	0.37	80.7364208977279	0.409969481180061	89.4580232102069	0.064568033908749	0.129995198677063	0.902506203473946	0.634703773323002	1.27785280299553	39	98	1
SPAC10F6.09c	121	662	80	100	3689	300	1.21	264.029916989867	0.179452426131743	39.1576935332185	0.149841839560397	0.222808433129916	6.74273413897281	5.52766546138305	8.21940309816259	33	188	2.24271834353885e-35
SPAC10F6.10	18	457	32	100	1670	300	0.18	39.2771777340298	0.273652694610778	59.7128084645762	0.0238361323032889	0.0642431670075246	0.657768052516411	0.398063409464924	1.07286088902566	25	93	1
SPAC10F6.11c	7	278	12	100	2545	300	0.07	15.2744580076783	0.109233791748527	23.8355280726049	0.0109225721759431	0.0549870689993854	0.640827338129496	0.277979461877751	1.39942090603436	10	97	1
SPAC10F6.12c	34	71	7	100	987	300	0.34	74.1902246087229	0.07193515704154	15.6967219358106	0.311708110227741	0.733309754113905	4.72647887323944	3.0765590479478	7.23776727310424	8	126	4.14064517148381e-06
SPAC10F6.13c	284	1202	159	100	1199	300	2.84	619.706582025803	1.00250208507089	218.752514300361	0.207161416244239	0.269427701927149	2.83291181364393	2.48386538076842	3.23043814610652	192	192	2.98843851677384e-15
SPAC10F6.14c	22	428	299	100	1579	300	0.22	48.0054394527031	0.271057631412286	59.1465486952528	0.032644070204396	0.0801688619683869	0.811635514018691	0.515449868527413	1.26586633048083	26	96	1
SPAC10F6.15	0	4	0	100	1234	300	0	0	0.00324149108589951	0.707314563911936	0.0240893601812892	1.52670069174082	0	0.297262704637109	18.8394865360817	0	100	1
SPAC10F6.16	41	686	90	100	1061	300	0.41	89.4646826164012	0.646559849198869	141.083589514842	0.0430270794413601	0.0827109607013755	0.634125364431487	0.45651731287283	0.877563293041594	55	86	1
SPAC10F6.17c	6	326	12	100	1801	300	0.06	13.0923925780099	0.181010549694614	39.4976862893877	0.00742213197115145	0.0426193474905729	0.331472392638037	0.133672596800438	0.767574448305218	16	90	1
SPAC110.01	3	2216	41	100	5792	300	0.03	6.54619628900496	0.382596685082873	83.4851000025035	0.00034934962467577	0.00431825651529389	0.0784115523465704	0.0202343302612206	0.250113417365822	28	75	1
SPAC110.02	9	361	296	100	3853	300	0.09	19.6385888670149	0.0936932260576174	20.4444749574426	0.012060183327386	0.0496563123352785	0.960581717451524	0.464678863604181	1.91325771427828	9	100	1
SPAC110.03	122	657	36	100	1448	300	1.22	266.211982419535	0.453729281767956	99.0066980174093	0.152319625499971	0.226228470557409	2.68882800608828	2.20558817723958	3.27578825367128	69	153	2.40261656885024e-08
SPAC110.04c	80	2586	33	100	2755	300	0.8	174.565234373466	0.938656987295826	204.821096229484	0.024599857709861	0.0388500623926391	0.852281515854602	0.677726079906671	1.07031921891721	87	93	1
SPAC110.05	1	53	75	100	1707	300	0.01	2.18206542966832	0.0310486233157586	6.77501275761108	0.000968365163577685	0.125921257823647	0.322075471698113	0.0165299933422711	2.14947587104965	3	98	1
SPAC1142.01	141	390	6	100	1904	300	1.41	307.671225583233	0.204831932773109	44.6956679396347	0.296786983061377	0.440221155714148	6.88369230769231	5.65082415748861	8.38181080479738	40	201	6.76237235807048e-38
SPAC1142.02c	155	663	79	100	1080	300	1.55	338.22014159859	0.613888888888889	133.954572210194	0.195500309437376	0.279445825016397	2.52488687782805	2.11140334192366	3.01801491017709	96	159	4.22795054529096e-08
SPAC1142.03c	5	716	347	100	2243	300	0.05	10.9103271483416	0.319215336602764	69.6548750620829	0.00256240803970451	0.017385254486067	0.156634078212291	0.0574748123305722	0.389951258122484	25	80	1
SPAC1142.04	40	1593	48	100	2169	300	0.4	87.2826171867329	0.734439834024896	160.259577199707	0.0181010525982369	0.0346957380469907	0.544632768361582	0.392611830855758	0.752550558239229	59	81	1
SPAC1142.05	21	168	32	100	969	300	0.21	45.8233740230348	0.173374613003096	37.831474941618	0.0772237253961003	0.200365334493957	1.21125	0.748297899088212	1.94154009124644	17	104	1
SPAC1142.06	7	614	51	100	1508	300	0.07	15.2744580076783	0.407161803713528	88.8453696164688	0.00497276525558566	0.0247495008572761	0.171921824104235	0.0749893000542317	0.373222472927724	30	77	1
SPAC1142.07c	20	457	56	100	1016	300	0.2	43.6413085933664	0.449803149606299	98.1499902911834	0.0271935479444434	0.0696550547778066	0.444638949671772	0.276286447115545	0.707695356542515	37	83	1
SPAC1142.08	61	1214	40	100	2324	300	0.61	133.105991209768	0.522375215146299	113.985689828629	0.0385070057372035	0.0654321236499403	1.16774299835255	0.89490281333261	1.52064255362461	55	106	1
SPAC1142.09	8	0	26	100	3	300	0.08	17.4565234373466	0	0	1.48572755924119	85.5484808356375	NA	0.0445718267772357	2.56645442506912	0	108	1
SPAC11D3.01c	8	0	2	100	130	300	0.08	17.4565234373466	0	0	1.48572755924119	85.5484808356375	NA	1.93144582701355	111.213025086329	0	108	1
SPAC11D3.02c	40	268	88	100	450	300	0.4	87.2826171867329	0.595555555555556	129.954118922469	0.105502387938948	0.21038171900884	0.671641791044776	0.474760745725264	0.94671773553978	52	88	1
SPAC11D3.03c	2	15	28	100	1284	300	0.02	4.36413085933664	0.0116822429906542	2.54914185708916	0.0210791526483131	0.606412790019809	1.712	0.27065632000434	7.78634022385434	1	101	1
SPAC11D3.04c	1	128	7	100	1836	300	0.01	2.18206542966832	0.0697167755991285	15.2126565902802	0.000404949082038028	0.0513157720336457	0.1434375	0.00743486514621818	0.942157574537736	6	95	1
SPAC11D3.05	130	900	2	100	1753	300	1.3	283.668505856882	0.513405590416429	112.028459024614	0.119646944267817	0.174273791823413	2.53211111111111	2.09741093301483	3.05501957066443	78	152	1.08212729115721e-07
SPAC11D3.06	8	255	12	100	1521	300	0.08	17.4565234373466	0.167652859960552	36.5829509904945	0.0144169298123635	0.0653182828879525	0.477176470588235	0.219281502446048	0.993491082725757	15	93	1
SPAC11D3.07c	35	375	6	100	4030	300	0.35	76.3722900383913	0.0930521091811414	20.3045790601891	0.064943647877646	0.133514592326467	3.76133333333333	2.61722900946913	5.3806380707566	11	124	2.70861673000225e-05
SPAC11D3.08c	3	352	66	100	3214	300	0.03	6.54619628900496	0.109520846297449	23.8981652533681	0.00218981728898109	0.0273235555942104	0.273920454545455	0.0703807276678523	0.878179076797924	10	93	1
SPAC11D3.09	1	27	8	100	1729	300	0.01	2.18206542966832	0.015615962984384	3.40750529792046	0.00187061064467936	0.253746874604382	0.64037037037037	0.0323428580465061	4.38728346190977	1	100	1
SPAC11D3.10	1	94	2	100	4126	300	0.01	2.18206542966832	0.0227823557925351	4.97125909812948	0.000550022635457497	0.0701615416299683	0.438936170212766	0.0226939339389763	2.89486520765249	2	99	1
SPAC11D3.11c	0	111	6	100	2151	300	0	0	0.0516039051603905	11.2603097486371	0.000820474905439703	0.0435007391588778	0	0.017648415216008	0.935700899307462	4	96	1
SPAC11D3.13	2	178	72	100	920	300	0.02	4.36413085933664	0.193478260869565	42.2182224435827	0.00193058507849436	0.0457829435891627	0.103370786516854	0.0177613827221481	0.421203081020297	16	86	1
SPAC11D3.14c	15	205	0	100	4308	300	0.15	32.7309814450248	0.047585886722377	10.3835518357012	0.041679006030004	0.126318923585889	3.15219512195122	1.79553157977257	5.44181922808011	5	110	1
SPAC11D3.15	21	244	1	100	3921	300	0.21	45.8233740230348	0.0622290232083652	13.5787800265001	0.0536256849944632	0.136750447115289	3.37463114754098	2.1026631086329	5.36198503139046	7	114	0.0763851180223315
SPAC11D3.16c	33	670	28	100	945	300	0.33	72.0081591790546	0.708994708994709	154.707284431511	0.0341489045574017	0.0706720875223446	0.46544776119403	0.322707148067446	0.667851227086157	55	78	1
SPAC11D3.17	20	356	5	100	3291	300	0.2	43.6413085933664	0.108173807353388	23.6042325421429	0.034808810453389	0.089680020793641	1.84887640449438	1.14555795202103	2.95136948431873	11	109	1
SPAC11D3.18c	7	207	13	100	2031	300	0.07	15.2744580076783	0.10192023633678	22.2396624294113	0.0146186229457929	0.0741207449322671	0.686811594202899	0.296904232029053	1.50539232957434	9	98	1
SPAC11D3.19	13	77	0	100	1210	300	0.13	28.3668505856882	0.0636363636363636	13.8858709160711	0.0895102340555453	0.312300033093217	2.04285714285714	1.0830738320721	3.77883040042792	6	107	1
SPAC11E3.01c	14	825	2	100	3812	300	0.14	30.5489160153565	0.216421825813221	47.224658433273	0.0096114501600188	0.0293908267582743	0.646884848484849	0.366388480099916	1.12037831602542	20	94	1
SPAC11E3.02c	8	523	5	100	3850	300	0.08	17.4565234373466	0.135844155844156	29.6420836290008	0.00707163041827622	0.0316444561090782	0.588910133843212	0.272257771103635	1.21831156019951	12	96	1
SPAC11E3.03	6	57	4	100	987	300	0.06	13.0923925780099	0.0577507598784195	12.6015936667775	0.0409218400190929	0.253740538525281	1.03894736842105	0.403898560988447	2.50441911524452	5	101	1
SPAC11E3.04c	18	223	45	100	714	300	0.18	39.2771777340298	0.312324929971989	68.1513432515456	0.0483613855468938	0.133021618995616	0.576322869955157	0.345300292804821	0.949774359628699	28	90	1
SPAC11E3.05	12	157	6	100	3997	300	0.12	26.1847851560199	0.039279459594696	8.57103508776399	0.0404709854825151	0.141008612896202	3.05503184713376	1.61762528973613	5.6361142574612	4	108	1
SPAC11E3.06	2	46	97	100	1847	300	0.02	4.36413085933664	0.0249052517596102	5.43448888818315	0.00730283643198064	0.182405882134092	0.80304347826087	0.134883388898682	3.36903664301668	2	100	1
SPAC11E3.07	360	913	81	100	1208	300	3.6	785.543554680596	0.755794701986755	164.919349113177	0.34835912821461	0.446263187103812	4.7631982475356	4.20817826883249	5.39085930021405	198	262	8.15528289952619e-41
SPAC11E3.08c	5	108	3	100	1531	300	0.05	10.9103271483416	0.0705421293272371	15.3927541740156	0.0166768055854375	0.117636496219259	0.708796296296296	0.255321893513048	1.80101475711686	6	99	1
SPAC11E3.09	6	153	4	100	1333	300	0.06	13.0923925780099	0.114778694673668	25.0454621709867	0.0156737031058513	0.0916973825185607	0.522745098039216	0.208930462400998	1.22232610897241	10	96	1
SPAC11E3.10	25	355	40	100	1069	300	0.25	54.551635741708	0.332086061739944	72.4633514997431	0.0458933226662124	0.107223714138536	0.752816901408451	0.49059961930181	1.14622150414095	31	94	1
SPAC11E3.11c	29	504	5	100	3255	300	0.29	63.2798974603813	0.154838709677419	33.7868195561547	0.0388199001590739	0.0847530054444459	1.87291666666667	1.26358775017785	2.75871032721671	17	112	1
SPAC11E3.12	6	152	0	100	2724	300	0.06	13.0923925780099	0.0558002936857562	12.1759891817028	0.0157750811303849	0.0923117453101453	1.07526315789474	0.429713209991685	2.51457194224836	5	101	1
SPAC11E3.13c	319	1732	39	100	2103	300	3.19	696.078872064195	0.823585354255825	179.711712990277	0.16314441533033	0.207896007815392	3.87330831408776	3.43092705439685	4.37205304435769	189	230	7.44903535029321e-31
SPAC11E3.14	48	362	33	100	2681	300	0.48	104.739140624079	0.135024244684819	29.463173649382	0.0969467153322369	0.18084962341436	3.55491712707182	2.59914143805727	4.84857840373899	17	131	1.07342627942875e-06
SPAC11E3.15	168	1605	1097	100	406	300	1.68	366.586992184278	3.95320197044335	862.614535620112	0.0889942461622289	0.123060708200471	0.424971962616822	0.361316639418649	0.499626475293913	213	55	1
SPAC11G7.01	120	3193	145	100	2966	300	1.2	261.847851560199	1.07653405259609	234.906774003066	0.0311818003744391	0.045262636357468	1.11468838083307	0.924852199105863	1.3424897943625	114	106	1
SPAC11G7.02	111	1732	15	100	2923	300	1.11	242.209262693184	0.592541908997605	129.296521525335	0.0526380422511368	0.0779636078104212	1.87328521939954	1.53860997500073	2.27887625629861	78	133	0.0409049942186547
SPAC11G7.03	18	500	71	100	1164	300	0.18	39.2771777340298	0.429553264604811	93.7313328895327	0.0218043041855671	0.0586681383895451	0.41904	0.253802100720001	0.682897130854306	35	83	1
SPAC11G7.04	62	788	856	93	363	300	0.666666666666667	145.471028644555	2.17079889807163	473.682523024418	0.0602133142983367	0.102608416657786	0.307106598984772	0.23502616226125	0.400503819857808	106	49	1
